TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PINE4;4,40;13,76;9,44;862,38;40,37;2,75;14,36;10,40;6,84;6,90;;;0,98;;-42,07;;9.133,23;427,53;;0,05;0,95;41,12;21,90;;1.217.053,48;0,01;0,47;0,07;1.020.144.225,69
PPAR3;14,60;;1,32;0,04;0,03;;;;1,68;-3,52;-5,20;-0,13;;0,32;-0,03;77,22;3,07;2,22;1,90;0,72;0,28;0,00;;39,15;;359,85;11,03;-0,03;2.160.800,00
PPLA11;1,90;;0,89;594,21;10,21;;;;0,89;0,89;0,00;0,00;;;-594,21;1,00;66.622,22;1.144,27;66.622,22;0,02;0,98;0,00;;;617,00;0,00;2,13;0,00;5.347.865,40
PSSA3;39,06;4,23;9,48;1,88;0,55;100,00;9,12;7,48;7,78;4,26;-3,54;-0,86;0,71;10,27;-1,31;1,10;19,84;5,75;14,22;0,29;0,71;0,77;12,70;15,23;60.857.263,62;20,75;4,12;0,38;25.326.775.970,20
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,81;0,81;-0,97;;0,00;;;-109,40;-109,40;-119,66;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RPAD3;6,80;1,18;-7,11;0,56;0,55;;;;-6,02;-6,38;0,56;-0,05;;10,98;-0,58;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;792,50;12,22;-0,96;0,02;664.395.187,93
RPAD5;9,09;5,83;-9,51;0,74;0,74;;;;-8,05;-6,38;0,56;-0,05;;14,68;-0,78;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;1.689,10;12,22;-0,96;0,03;664.395.187,93
RPAD6;6,22;;-6,51;0,51;0,50;;;;-5,51;-6,38;0,56;-0,05;;10,05;-0,53;16,74;-7,82;-7,75;-10,01;0,99;0,01;0,00;;;84,55;12,22;-0,96;0,02;664.395.187,93
SANB11;24,45;6,59;8,04;0,78;0,07;40,19;13,41;8,56;5,13;5,13;;;0,69;;-0,08;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;63.141.787,57;31,51;3,04;0,22;91.707.034.753,73
SANB3;11,59;6,62;7,62;0,74;0,07;40,19;13,41;8,56;4,86;5,13;;;0,65;;-0,07;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;2.117.518,14;15,75;1,52;0,21;91.707.034.753,73
SANB4;12,91;6,53;8,49;0,82;0,08;40,19;13,41;8,56;5,42;5,13;;;0,73;;-0,08;;9,65;0,93;;0,10;0,90;0,11;12,73;-1,95;2.473.457,00;15,75;1,52;0,23;91.707.034.753,73
SCAR3;19,23;9,06;4,46;0,66;0,37;46,45;35,66;22,21;2,77;5,63;2,86;0,68;0,99;2,48;-0,47;3,47;14,92;8,27;12,55;0,55;0,44;0,37;30,55;73,93;387.432,86;28,93;4,32;0,01;1.110.288.644,37
SIMH3;3,72;;-9,84;0,98;0,04;24,35;14,60;-0,85;0,57;7,86;7,28;12,44;0,08;0,35;-0,06;1,50;-9,95;-0,41;8,94;0,04;0,91;0,48;31,57;;20.057.875,24;3,80;-0,38;0,01;3.273.901.998,75
SPRT3B;76,40;;-2.383,09;-17.249,28;13.052,41;;;;-2.390,16;-2.389,98;0,18;;;-17.249,28;;0,57;-723,82;-547,71;721,68;-0,76;1,76;0,00;;;;0,00;-0,03;16,35;370.531.748,80
SULA11;22,25;;52,23;1,13;0,31;4,25;-3,34;0,83;-12,92;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;104.340.031,00;19,64;0,43;-0,94;9.475.042.424,17
SULA3;7,43;;52,32;1,13;0,31;4,25;-3,34;0,83;-12,95;6,54;19,47;-1,71;0,43;0,85;-0,91;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,95;9.475.042.424,17
SULA4;7,63;;53,73;1,17;0,32;4,25;-3,34;0,83;-13,30;6,54;19,47;-1,71;0,44;0,88;-0,93;2,29;2,17;0,60;-8,72;0,28;0,72;0,73;4,58;-23,56;;6,55;0,14;-0,97;9.475.042.424,17
SYNE3;5,45;52,89;1,69;0,41;0,18;42,97;59,77;35,24;1,00;0,56;-0,44;-0,18;0,60;0,54;-0,31;5,74;24,52;10,86;17,62;0,44;0,35;0,31;-2,81;;7.828.842,43;13,14;3,22;0,00;836.491.558,60
WIZC3;5,82;4,23;5,18;1,55;0,37;63,22;42,94;14,23;1,72;1,88;0,16;0,15;0,74;-5,97;-0,47;0,77;29,99;7,19;23,58;0,24;0,49;0,51;13,90;0,22;2.961.311,62;3,75;1,12;0,06;932.259.454,06
