TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
DTCY4;62,60;;1.023,21;-421,03;99,15;2,55;-3,77;8,68;-2.354,08;-266,97;-2,07;;88,82;-522,74;-132,70;0,57;-41,15;9,69;45,96;-0,24;1,24;1,12;-9,85;-26,48;;-0,15;0,06;-8,71;78.409.240,20
DXCO3;7,51;2,87;7,59;0,96;0,37;33,51;18,39;10,95;4,52;7,79;3,27;0,70;0,83;5,12;-0,52;1,34;12,66;4,91;10,71;0,39;0,61;0,45;16,29;34,44;27.052.444,95;7,81;0,99;-0,27;6.162.452.507,46
EALT3;9,88;2,17;6,58;0,96;0,40;22,37;10,77;7,08;4,32;6,73;2,19;0,49;0,47;20,95;-0,65;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;8.571,33;10,28;1,50;-0,30;233.265.000,00
EALT4;10,74;2,20;7,15;1,04;0,44;22,37;10,77;7,08;4,70;6,73;2,19;0,49;0,51;22,77;-0,70;1,05;14,61;6,15;13,65;0,42;0,58;0,87;23,92;1,96;55.327,50;10,28;1,50;-0,33;233.265.000,00
ECOR3;7,87;1,07;9,78;1,99;0,23;37,28;32,78;6,92;2,07;6,93;4,86;4,68;0,68;-5,67;-0,28;0,81;20,34;2,36;10,51;0,12;0,87;0,34;14,60;7,38;38.306.190,45;3,96;0,80;0,03;5.480.150.342,88
ECPR3;90,25;;-9,87;1,21;0,62;;;;-17,12;-17,09;0,08;-0,01;;174,62;-0,62;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
ECPR4;90,74;;-9,92;1,22;0,62;;;;-17,21;-17,09;0,08;-0,01;;175,57;-0,63;2,97;-12,28;-6,29;-7,36;0,51;0,49;0,00;;;;74,46;-9,14;0,14;171.908.947,31
EEEL3;294,77;;3,62;1,87;0,53;51,75;70,35;52,14;2,69;3,96;1,26;0,88;1,89;5,17;-0,69;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EEEL4;410,00;;5,04;2,60;0,73;51,75;70,35;52,14;3,74;3,96;1,26;0,88;2,63;7,19;-0,96;1,74;51,67;14,56;23,54;0,28;0,72;0,28;6,73;14,58;;157,45;81,35;0,01;2.840.511.499,76
EGIE3;39,54;7,34;9,57;3,82;0,82;53,44;56,36;30,27;5,14;7,49;2,35;1,75;2,90;62,41;-0,98;1,09;39,97;8,56;19,59;0,21;0,76;0,28;11,18;10,97;58.095.014,80;10,34;4,13;0,12;32.261.782.839,60
EKTR3;49,84;2,31;11,09;3,54;0,87;26,01;20,57;10,08;5,43;7,91;2,61;1,70;1,12;21,46;-1,27;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;29.384,00;14,07;4,50;-0,54;9.424.679.259,56
EKTR4;47,56;7,89;10,58;3,38;0,83;26,01;20,57;10,08;5,18;7,91;2,61;1,70;1,07;20,48;-1,21;1,15;31,95;7,88;16,70;0,25;0,75;0,78;7,62;18,39;24.121,22;14,07;4,50;-0,52;9.424.679.259,56
ELEK3;19,11;;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,35;905.051.916,30
ELEK4;36,99;;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;;7,19;0,78;-0,68;905.051.916,30
ELET3;40,91;0,54;29,48;0,83;0,34;49,99;39,25;9,09;6,82;9,76;2,83;0,35;2,68;3,48;-0,43;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;295.798.152,80;49,03;1,39;-0,93;95.797.899.294,62
ELET5;99,00;2,07;71,34;2,02;0,83;49,99;39,25;9,09;16,51;9,76;2,83;0,35;6,48;8,42;-1,04;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;99.000,00;49,03;1,39;-2,24;95.797.899.294,62
ELET6;45,96;3,25;33,12;0,94;0,38;49,99;39,25;9,09;7,67;9,76;2,83;0,35;3,01;3,91;-0,48;1,88;2,83;1,16;7,24;0,41;0,59;0,13;2,97;;62.456.651,35;49,03;1,39;-1,04;95.797.899.294,62
ELMD3;18,80;;45,19;3,29;1,12;45,40;20,78;6,65;14,46;17,63;3,17;0,72;3,00;93,05;-1,53;1,05;7,28;2,48;8,73;0,34;0,58;0,37;37,68;;1.193.994,65;5,72;0,42;-0,06;2.631.694.556,40
ELPL3;8,31;;1,04;0,68;0,06;24,93;19,27;8,07;0,43;2,03;1,60;2,51;0,08;-0,95;-0,08;0,81;65,85;5,41;33,14;0,08;0,92;0,67;7,49;;;12,16;8,00;0,07;1.640.949.623,22
EMAE3;25,35;7,12;10,14;0,81;0,46;17,63;2,25;15,31;69,00;110,12;-33,67;-0,39;1,55;1,19;-0,83;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;;31,37;2,50;-0,90;1.951.942.823,50
EMAE4;71,00;2,80;28,41;2,26;1,28;17,63;2,25;15,31;193,24;110,12;-33,67;-0,39;4,35;3,33;-2,32;7,07;7,97;4,51;1,06;0,57;0,43;0,29;20,52;-4,97;854.431,05;31,37;2,50;-2,51;1.951.942.823,50
EMBR3;32,33;;-586,14;1,88;0,46;18,00;4,64;-0,15;19,24;24,40;5,16;0,50;0,89;2,06;-1,06;1,65;-0,32;-0,08;3,22;0,24;0,73;0,51;4,54;;318.187.561,10;17,23;-0,06;6,10;23.939.234.872,52
ENAT3;28,94;0,52;111,24;1,98;0,94;36,94;15,75;4,27;30,17;32,66;2,49;0,16;4,75;7,42;-1,33;1,77;1,78;0,85;3,15;0,47;0,53;0,20;34,10;-28,00;69.102.207,10;14,58;0,26;-1,21;7.692.451.830,70
ENBR3;24,08;1,12;11,69;1,29;0,38;30,72;20,25;6,59;3,81;6,40;2,60;0,88;0,77;-9,12;-0,57;0,89;11,05;3,27;12,29;0,30;0,67;0,50;6,98;14,37;27.666.157,79;18,65;2,06;-0,25;13.994.459.653,44
ENEV3;12,60;;60,18;1,54;0,41;35,96;23,06;3,43;8,95;16,14;7,20;1,24;2,06;11,35;-0,53;1,18;2,56;0,68;5,45;0,26;0,69;0,20;17,63;28,28;112.966.775,65;8,17;0,21;-0,88;19.967.189.394,60
ENGI11;47,54;3,58;12,89;1,81;0,33;27,18;21,15;6,23;3,80;8,23;4,44;2,11;0,80;-58,04;-0,44;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;143.625.660,80;26,31;3,69;-0,51;21.767.849.695,80
ENGI3;15,43;2,20;20,92;2,93;0,54;27,18;21,15;6,23;6,16;8,23;4,44;2,11;1,30;-94,19;-0,71;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;71.662,70;5,26;0,74;-0,83;21.767.849.695,80
ENGI4;8,00;4,25;10,84;1,52;0,28;27,18;21,15;6,23;3,19;8,23;4,44;2,11;0,68;-48,84;-0,37;0,98;14,02;2,59;11,08;0,18;0,77;0,42;14,21;24,77;88.451,45;5,26;0,74;-0,43;21.767.849.695,80
ENJU3;1,80;;-8,28;1,03;0,84;46,15;-41,92;-26,70;-5,27;-1,33;3,95;-0,77;2,21;1,42;-3,23;5,06;-12,45;-10,15;-19,55;0,82;0,18;0,38;32,86;;1.144.751,80;1,75;-0,22;0,16;364.735.058,40
ENMA3B;50,49;5,53;8,96;2,27;0,92;30,83;21,40;16,86;7,06;;1,53;0,49;1,51;24,40;-1,29;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,16;
ENMA6B;83,99;3,32;14,90;3,77;1,53;30,83;21,40;16,86;11,74;;1,53;0,49;2,51;40,59;-2,15;1,15;25,31;10,26;16,44;0,41;0,59;0,61;7,52;13,58;;22,28;5,64;0,27;
ENMT3;77,00;;14,62;4,75;1,33;32,78;26,98;16,02;8,68;10,88;2,34;1,28;2,34;51,77;-1,85;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;194.721,00;16,21;5,27;-72,81;16.571.704.973,00
ENMT4;75,00;;14,24;4,63;1,30;32,78;26,98;16,02;8,46;10,88;2,34;1,28;2,28;50,42;-1,80;1,10;32,50;9,13;19,51;0,28;0,72;0,57;13,11;199,68;14.917,75;16,21;5,27;-70,92;16.571.704.973,00
EPAR3;8,15;32,20;3,82;0,98;0,85;13,55;12,07;6,58;2,08;1,77;-0,31;-0,15;0,25;1,88;-1,64;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;144.696,65;8,33;2,13;-0,08;121.113.629,20
EQPA3;7,76;1,90;8,12;3,85;1,20;35,11;27,61;21,18;6,23;7,53;1,30;0,80;1,72;11,01;-1,81;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;73.811,30;2,02;0,96;0,15;17.147.936.557,44
EQPA5;7,50;1,97;7,85;3,72;1,16;35,11;27,61;21,18;6,02;7,53;1,30;0,80;1,66;10,64;-1,75;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;750,00;2,02;0,96;0,15;17.147.936.557,44
EQPA6;9,00;1,64;9,42;4,47;1,39;35,11;27,61;21,18;7,23;7,53;1,30;0,80;2,00;12,76;-2,10;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;5.400,00;2,02;0,96;0,18;17.147.936.557,44
EQPA7;7,51;1,96;7,86;3,73;1,16;35,11;27,61;21,18;6,03;7,53;1,30;0,80;1,67;10,65;-1,75;1,47;47,39;14,71;25,26;0,31;0,69;0,69;10,57;28,02;61.582,00;2,02;0,96;0,15;17.147.936.557,44
EQTL3;32,09;1,09;19,78;1,88;0,37;30,07;19,86;4,94;4,92;9,72;4,80;1,83;0,98;9,70;-0,49;1,19;9,51;1,88;10,16;0,20;0,77;0,38;24,50;13,29;258.374.105,35;17,06;1,62;-0,97;36.810.702.041,73
ESPA3;0,99;;-17,74;0,41;0,16;36,92;13,07;-2,03;2,75;8,06;5,31;0,79;0,36;2,69;-0,27;1,16;-2,30;-0,88;5,68;0,38;0,61;0,44;36,16;;660.310,55;2,43;-0,06;-0,18;357.808.835,34
ESTR3;7,60;;-0,90;-0,11;0,21;44,02;0,36;-42,60;106,10;198,00;145,50;;0,38;-0,11;-0,48;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;1.520,00;-68,03;-8,42;-0,01;30.393.960,00
ESTR4;1,84;;-0,22;-0,03;0,05;44,02;0,36;-42,60;25,69;198,00;145,50;;0,09;-0,03;-0,12;0,22;-12,38;-23,29;-0,12;-1,88;2,88;0,55;4,32;;5.062,93;-68,03;-8,42;0,00;30.393.960,00
ETER3;7,16;3,62;7,60;0,62;0,35;26,50;6,94;5,02;5,50;6,81;1,32;0,15;0,38;1,41;-0,69;2,07;8,19;4,66;8,40;0,57;0,43;0,93;12,27;;1.484.701,95;11,50;0,94;-0,11;442.320.277,00
EUCA3;16,85;3,51;5,68;0,71;0,39;32,81;12,52;10,36;4,70;6,16;1,55;0,23;0,59;2,49;-0,63;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;82.523,56;23,81;2,97;-0,23;1.529.340.070,04
EUCA4;16,34;3,98;5,51;0,69;0,38;32,81;12,52;10,36;4,56;6,16;1,55;0,23;0,57;2,42;-0,61;1,71;12,46;6,91;10,66;0,55;0,45;0,67;15,81;45,65;1.588.379,60;23,81;2,97;-0,22;1.529.340.070,04
EVEN3;8,43;5,97;10,61;0,87;0,24;20,53;6,80;6,28;9,80;10,86;1,06;0,09;0,67;0,43;-1,05;3,51;8,20;2,25;2,68;0,27;0,60;0,36;10,85;;14.798.604,10;9,69;0,79;1,19;1.686.000.000,00
EZTC3;16,41;1,59;19,27;0,79;0,62;29,18;13,62;17,82;25,22;25,35;0,13;0,00;3,43;1,72;-1,12;5,19;4,09;3,22;2,08;0,79;0,20;0,18;2,72;-12,11;35.714.399,95;20,81;0,85;-0,40;3.626.431.180,23
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;15,90;3,92;11,71;1,73;1,36;28,80;16,65;18,39;12,93;7,34;-1,58;-0,21;2,15;4,61;-2,29;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;16.054,40;9,20;1,36;-0,20;3.874.304.000,00
FESA4;8,50;8,06;6,26;0,92;0,73;28,80;16,65;18,39;6,91;7,34;-1,58;-0,21;1,15;2,47;-1,23;3,60;14,76;11,59;10,08;0,79;0,21;0,63;23,14;12,19;6.554.699,65;9,20;1,36;-0,11;3.874.304.000,00
FHER3;5,66;;-0,76;7,82;0,11;-0,20;-7,55;-7,38;-0,74;-0,63;0,11;-1,12;0,06;0,75;-0,41;1,24;-1.033,75;-14,18;-1.194,93;0,01;0,99;1,92;3,45;;35.964,10;0,72;-7,48;0,00;304.832.227,44
FIBR3;66,30;;12,03;2,59;0,90;45,77;36,80;16,71;5,46;7,63;2,17;1,03;2,01;9,59;-1,28;1,46;21,57;7,48;17,10;0,35;0,65;0,45;21,43;;;25,55;5,51;0,07;36.712.556.310,30
FIEI3;12,78;;14,21;0,37;0,31;-8,72;-376,05;78,84;-2,98;-2,63;0,34;-0,04;11,20;-9,84;-0,34;0,73;2,63;2,21;-12,57;0,84;0,16;0,03;-18,70;;3.294,00;34,21;0,90;-0,11;30.955.115,34
FIGE3;11,99;0,33;3,15;0,18;0,17;100,00;93,63;45,81;1,54;0,52;;;1,44;14.171,80;-0,17;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;-0,09;9.497.566,76
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,63;45,81;0,00;0,52;;;0,00;0,00;0,00;;5,71;5,54;;0,97;0,03;0,12;1,92;-5,73;;66,67;3,81;0,00;9.497.566,76
FIQE3;4,05;3,15;11,42;1,36;0,74;44,70;24,84;15,27;7,02;6,61;-0,41;-0,08;1,74;7,28;-1,05;1,53;11,90;6,51;11,68;0,55;0,45;0,43;;;1.248.378,50;2,98;0,35;1,80;1.466.300.916,45
FLEX3;0,00;;0,00;0,00;0,00;22,25;-72,50;-102,95;0,00;-0,44;-0,44;;0,00;0,00;0,00;0,15;-94,35;-223,42;100,17;-2,37;3,37;2,17;-5,08;;;-112,78;-106,40;0,00;0,00
FLRY3;14,88;3,91;21,80;1,57;0,71;27,02;14,26;6,35;9,71;13,41;3,70;0,60;1,38;8,85;-0,94;1,48;7,21;3,24;7,99;0,45;0,55;0,51;13,37;3,10;47.018.939,45;9,46;0,68;2,96;8.142.202.466,88
FNCN3;14,25;3,75;19,82;0,92;0,73;90,74;31,87;15,60;9,70;9,70;;;3,09;1,16;-2,42;9,25;4,66;3,66;;0,79;0,21;0,23;-12,29;11,87;;15,44;0,72;-0,24;13.021.336,50
FRAS3;17,64;1,37;14,67;2,47;1,21;34,03;15,05;9,57;9,32;9,05;-0,27;-0,07;1,40;3,41;-3,01;2,44;16,86;8,23;14,50;0,49;0,51;0,86;29,71;38,35;4.044.225,70;7,14;1,20;0,21;4.763.088.290,52
FRIO3;273,50;;-16,14;-3,91;0,99;16,90;6,84;-5,72;13,49;24,33;10,84;;0,92;-2,79;-3,49;0,67;-24,21;-6,15;9,74;-0,25;1,21;1,08;15,09;;75.888,50;-69,97;-16,94;0,38;1.719.301.135,50
FRTA3;1,31;;-0,47;-0,04;0,09;16,44;-20,02;-75,70;-1,79;-44,95;-43,16;;0,36;-0,03;-0,10;0,03;-7,67;-18,86;20,62;-2,46;3,46;0,25;-33,74;;6.242,89;-36,14;-2,77;0,00;2.690.223,86
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,88;;3,15;0,26;0,23;100,00;82,45;77,51;2,96;3,93;0,96;0,08;2,44;-8,87;-0,24;0,46;8,22;7,38;7,89;0,90;0,10;0,10;;;199.846,05;7,25;0,60;-0,02;216.306.009,44
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;25,50;7,76;7,06;1,13;0,68;42,67;37,35;24,44;4,62;5,57;0,89;0,22;1,73;-6,04;-0,78;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;24.041,00;22,48;3,61;0,05;2.439.526.477,50
GEPA4;26,00;7,61;7,20;1,16;0,69;42,67;37,35;24,44;4,71;5,57;0,89;0,22;1,76;-6,16;-0,80;0,54;16,06;9,61;13,62;0,60;0,40;0,39;-1,18;6,94;61.091,11;22,48;3,61;0,06;2.439.526.477,50
GETT11;4,81;;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,13;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;;1,94;0,32;0,07;
GFSA3;6,73;;-2,15;0,28;0,09;3,46;-23,01;-18,28;-1,71;-7,89;-6,19;1,00;0,39;0,25;-0,29;2,03;-12,88;-4,13;-8,10;0,32;0,68;0,23;7,64;;53.617.549,45;24,35;-3,14;0,00;466.596.115,75
GGBR3;20,01;7,55;4,32;0,69;0,46;17,50;16,69;11,27;2,92;3,59;0,45;0,11;0,49;1,73;-0,77;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;1.128.197,40;28,80;4,63;-0,11;37.772.693.444,58
GGBR4;22,27;6,78;4,81;0,77;0,51;17,50;16,69;11,27;3,25;3,59;0,45;0,11;0,54;1,92;-0,86;2,93;16,07;10,64;15,45;0,66;0,34;0,94;17,42;;208.374.885,75;28,80;4,63;-0,12;37.772.693.444,58
GGPS3;20,43;1,27;23,11;4,66;1,42;17,38;10,75;5,80;12,46;12,93;0,46;0,17;1,34;4,22;-3,29;2,45;20,15;6,15;13,59;0,30;0,69;1,06;;;46.267.259,45;4,39;0,88;0,77;13.732.438.554,81
GMAT3;8,45;;16,33;2,25;1,24;21,56;6,17;4,52;11,95;13,58;1,62;0,31;0,74;3,06;-3,25;2,90;13,80;7,59;12,73;0,55;0,44;1,68;30,71;48,33;41.378.434,40;3,75;0,52;0,79;18.668.974.367,55
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,69;14,41;4,02;0,62;0,14;17,50;16,60;3,80;0,92;1,28;0,38;0,25;0,15;0,52;-0,24;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;854.058,40;17,38;2,66;-0,10;10.812.642.879,74
GOAU4;10,35;14,88;3,89;0,60;0,14;17,50;16,60;3,80;0,89;1,28;0,38;0,25;0,15;0,50;-0,23;3,02;15,29;3,54;15,06;0,23;0,33;0,93;17,42;;69.438.484,30;17,38;2,66;-0,09;10.812.642.879,74
GOLL4;1,56;;46,95;-0,23;0,29;29,03;15,11;0,58;1,79;3,64;3,41;;0,27;-0,48;-0,37;0,25;-0,48;0,62;-23,52;-1,28;2,28;1,07;8,03;41,44;23.352.846,25;-6,88;0,03;-0,46;654.107.872,08
GPAR3;47,50;;86,91;5,21;4,98;-23,58;-1,12;602,31;-46.723,87;-44.454,25;2.269,63;-0,25;523,46;17,71;-7,02;30,83;5,99;5,73;-1,18;0,96;0,04;0,01;-9,31;-50,35;8.790,50;9,13;0,55;-0,92;3.784.633.845,00
GPIV33;3,75;;-0,63;0,34;0,11;100,00;124,93;113,10;-0,57;-0,11;0,46;-0,28;;1,05;-0,18;1,38;-54,77;-17,67;-23,53;0,32;0,46;-0,16;;;952.793,10;10,88;-5,96;-0,02;330.880.826,25
GRAO3;0,00;;0,00;0,00;0,00;3,46;1,21;1,33;0,00;3,54;3,54;0,78;0,00;0,00;0,00;0,87;24,40;3,85;0,24;0,16;0,75;2,89;;;;1,30;0,32;0,00;0,00
GRND3;6,56;21,15;11,44;1,70;1,53;43,97;10,49;21,23;23,16;20,43;-2,74;-0,20;2,43;2,77;-4,28;7,09;14,85;13,38;6,59;0,90;0,10;0,63;2,21;-4,78;14.355.037,50;3,86;0,57;-0,87;5.918.169.600,00
GSHP3;11,00;;-1,26;-0,03;0,01;68,37;26,36;-10,72;0,51;43,01;42,50;;0,13;-0,35;-0,02;0,81;-2,01;-1,08;2,87;-0,54;1,54;0,10;-9,39;;6.963,20;-435,81;-8,74;0,01;21.216.459,00
GUAR3;8,38;;-25,86;0,84;0,30;58,32;3,34;-1,87;14,45;20,39;5,93;0,34;0,48;1,25;-0,82;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;28.692.248,40;9,99;-0,32;0,16;4.183.296.000,00
GUAR4;151,00;;-465,97;15,12;5,47;58,32;3,34;-1,87;260,46;20,39;5,93;0,34;8,71;22,57;-14,82;1,62;-3,24;-1,17;3,29;0,36;0,64;0,63;5,59;;;9,99;-0,32;2,85;4.183.296.000,00
HAGA3;2,67;;4,39;-0,57;0,53;25,37;20,32;24,98;5,40;-0,04;-3,41;;1,10;1,27;-3,54;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;4.675,76;-4,67;0,61;0,04;19.873.000,50
HAGA4;1,17;;1,92;-0,25;0,23;25,37;20,32;24,98;2,36;-0,04;-3,41;;0,48;0,56;-1,55;1,97;-13,04;12,15;-15,44;-0,93;1,93;0,49;2,91;;35.377,15;-4,67;0,61;0,02;19.873.000,50
HAPV3;3,94;;-29,00;0,60;0,40;24,41;0,59;-3,80;186,11;220,43;34,32;0,11;1,10;69,77;-0,45;1,05;-2,09;-1,37;-0,36;0,66;0,34;0,36;43,91;;195.972.289,90;6,51;-0,14;-0,10;29.705.485.256,22
HBOR3;3,03;3,02;10,02;0,29;0,07;28,28;17,76;3,54;2,00;10,21;8,22;1,20;0,35;0,18;-0,17;3,03;2,90;0,70;4,20;0,24;0,60;0,20;11,84;;1.817.743,50;10,42;0,30;-0,40;405.568.748,16
HBRE3;6,14;;12,01;0,33;0,15;82,30;160,69;34,60;2,59;6,63;4,05;0,52;4,16;151,07;-0,16;1,02;2,76;1,22;5,85;0,44;0,42;0,04;21,74;-8,70;6.898.762,95;18,50;0,51;-0,17;633.580.343,34
HBSA3;4,28;;61,29;2,05;0,51;38,61;23,12;2,64;7,01;14,68;7,67;2,25;1,62;3,95;-0,65;2,44;3,35;0,83;6,62;0,25;0,75;0,31;17,46;35,34;30.519.066,40;2,09;0,07;-0,26;3.254.437.712,04
HBTS5;40,50;7,16;3,47;0,64;0,26;85,98;163,47;144,77;3,07;4,61;1,54;0,32;5,02;7,44;-0,29;1,67;18,44;7,54;14,92;0,41;0,59;0,05;49,55;;29.677,38;63,34;11,68;0,00;369.914.323,50
HETA3;96,00;;0,24;-0,14;3,85;100,00;51,79;6.253,57;28,61;200,57;189,70;;14,82;-15,71;-4,79;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;;-690,16;405,13;0,00;18.599.946,39
HETA4;6,39;;0,02;-0,01;0,26;100,00;51,79;6.253,57;1,90;200,57;189,70;;0,99;-1,05;-0,32;0,44;-58,70;1.625,38;385,00;-27,69;28,69;0,26;3,27;;2.217,00;-690,16;405,13;0,00;18.599.946,39
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;69,54;112,13;92,40;0,00;0,07;-0,07;;0,00;0,00;0,00;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;;-11,37;6,88;0,00;22.104.583,20
HOOT4;2,80;;0,41;-0,25;0,10;69,54;112,13;92,40;0,34;0,07;-0,07;;0,38;-0,16;-0,11;0,12;-60,53;25,13;-62,58;-0,42;1,48;0,27;-3,08;;8.988,18;-11,37;6,88;0,03;22.104.583,20
HYPE3;32,26;3,77;11,55;1,79;0,84;63,15;32,88;21,60;7,59;10,42;2,83;0,67;2,50;5,35;-1,26;1,89;15,53;7,29;12,12;0,47;0,53;0,34;16,61;12,88;96.826.754,15;17,98;2,79;1,27;20.434.155.749,98
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;0,91;;-2,26;0,42;0,18;43,40;-3,27;-24,04;-16,63;-32,56;-15,93;0,41;0,54;-22,30;-0,25;0,97;-18,75;-7,99;-1,72;0,43;0,57;0,33;;;13.780.836,95;2,14;-0,40;-0,13;580.109.864,88
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;250.175,33;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;32,05;12,01;-21,54;0,00;23,19;23,19;2,31;0,00;0,00;0,00;2,85;-17,85;-4,02;0,38;0,23;0,77;0,19;29,48;;;6,26;-1,12;0,00;0,00
IGTA3;33,00;;68,93;1,88;0,97;62,04;54,08;8,01;10,21;12,36;2,16;0,40;5,52;81,71;-1,24;1,06;2,73;1,40;9,68;0,51;0,48;0,18;7,55;-17,47;;17,55;0,48;0,31;5.758.073.079,00
IGTI11;22,82;1,20;33,48;2,24;1,28;61,96;51,62;24,53;15,91;13,43;3,14;0,44;8,21;15,91;-1,59;1,71;6,70;3,83;8,12;0,57;0,43;0,16;7,95;28,92;88.793.780,25;10,17;0,68;0,02;6.026.968.064,60
